 03743 +5112 -00148 0132 2 Larkhill             GB 2
 03745 +5115 -00146 0139 2 Netheravon           GB 2
 03746 +5110 -00145 0124 2 Boscombe Down        GB 2
 03749 +5109 -00134 0091 2 Middle Wallop        GB 2
 03761 +5114 -00057 0123 2 Odiham               GB 2
 03763 +5123 -00047 0074 2 Bracknell            GB 2
 03764 +5123 -00047 0075 2 Bracknell            GB 2
 03766 +5117 -00046 0072 2 Farnborough          GB 2
 03768 +5117 -00046 0065 2 Farnborough          GB 2
 03772 +5129 -00027 0024 2 London               GB 2
 03774 +5105 -00013 0143 2 Crawley              GB 2
 03776 +5109 -00011 0062 2 London               GB 2
 03779 +5130 -00007 0005 2 London MET           GB 2
 03781 +5118 -00005 0170 2 Kenley               GB 2
 03785 +5112 +00047 0091 2 London City          GB 2
 03786 +5126 +00023 0005 2 Gravesend            GB 2
 03789 +5111 +00038 0047 2 Jubilee Corner       GB 2
 03790 +5117 +00027 0032 2 East Malling         GB 2
 03791 +5127 +00045 0025 2 Sheerness            GB 2
 03793 +5112 +00101 0139 2 Anvil Green          GB 2
 03796 +5108 +00121 0117 2 Langdon Bay          GB 2
 03797 +5121 -00121 0055 2 Manston              GB 2
 03800 +4955 -00617 0045 2 St.Mary,Scilly       GB 2
 03803 +4955 -00618 0031 2 St.Mary,Scilly       GB 2
 03806 +5002 -00540 0000 2 Gwennap Head         GB 2
 03808 +5013 -00519 0087 2 Camborne             GB 2
 03809 +5013 -00519 0082 2 Culdrose             GB 2
 03810 +5009 -00504 0035 2 Pendennis Point      GB 2
 03815 +4958 -00512 0060 2 Lizard Ligthse.      GB 2
 03817 +5026 -00500 0119 2 St.Mawgan            GB 2
 03820 +5038 -00436 0291 2 Davidstow            GB 2
 03823 +5030 -00440 0200 2 Cardinham            GB 2
 03824 +5034 -00429 0233 2 Bastreet             GB 2
 03827 +5021 -00407 0050 2 Plymouth             GB 2
 03830 +5056 -00359 0199 2 Burrington           GB 2
 03831 +5033 -00400 0510 2 North Hessary        GB 2
 03837 +5024 -00329 0003 2 Brixham              GB 2
 03839 +5044 -00325 0030 2 Exeter               GB 2
 03840 +5052 -00314 0255 2 Dunkeswell           GB 2
 03853 +5100 -00238 0023 2 Yeovilton            GB 2
 03857 +5031 -00227 0053 2 Isle of Portld.      GB 2
 03858 +5034 -00227 0003 2 Portland RNAS        GB 2
 03862 +5047 -00150 0011 2 Bournemout           GB 2
 03865 +5054 -00124 0009 2 Southampton          GB 2
 03866 +5035 -00118 0016 2 St.Catherine         GB 2
 03867 +5049 -00113 0010 2 Lee-on-Solent        GB 2
 03872 +5049 -00055 0004 2 Thorney Island       GB 2
 03873 +5041 -00132 0020 2 Totland              GB 2
 03874 +5048 -00113 0009 2 Solent M.R.S.C       GB 2
 03875 +5041 -00127 0025 2 Wellow               GB 2
 03876 +5050 -00017 0002 2 Shoreham             GB 2
 03877 +5055 +00009 0038 2 East Hoathly         GB 2
 03878 +5410 +00123 0028 2 Topcliffe            GB 2
 03880 +5047 +00003 0005 2 Newhaven             GB 2
 03881 +5056 +00036 0082 2 Brede                GB 2
 03882 +5052 +00020 0055 2 Herstmonceux         GB 2
 03884 +5052 +00020 0017 2 Herstmonceux         GB 2
 03894 +4926 -00236 0102 2 Guernsey             GB 2
 03895 +4913 -00212 0084 2 Jersey               GB 2
 03896 +4912 -00206 0054 2 St.Helier            GB 2
 03900 +5425 -00805 0050 2 Knockarevan          GB 2
 03902 +5426 -00803 0145 2 Corgary              GB 2
 03903 +5424 -00739 0047 2 St.Angelo            GB 2
 03905 +5440 -00719 0113 2 Carrigans            GB 2
 03906 +5501 -00714 0073 2 Carmoney             GB 2
 03914 +5512 -00640 0018 2 Portrush             GB 2
 03916 +5511 -00610 0156 2 Ballypatrick         GB 2
 03917 +5439 -00613 0081 2 Belfast Airport      GB 2
 03920 +5429 -00606 0037 2 Longkesh             GB 2
 03922 +5528 -00509 0000 2 Donna Nook           GB 2
 03923 +5414 -00630 0161 2 Glenanne             GB 2
 03924 +5436 -00553 0005 2 Belfast Harbour      GB 2
 03925 +5440 -00535 0034 2 Orlock Head          GB 2
 03926 +5414 -00537 0018 2 Killough             GB 2
 03927 +5440 -00540 0011 2 Bangor Harbour       GB 2
 03928 +5451 -00548 0003 2 Larne                GB 2
 03930 +5325 -00255 0025 2 Liverpool            GB 2
 03931 +5153 +00025 0160 2 Luton                GB 2
 03932 +5023 -00410 0000 2 Plymouth             GB 2
 03933 +4943 -00212 0000 2 Alderney Ch.         GB 2
 03934 +5120 -00011 0000 2 Shoreham             GB 2
 03935 +5119 -00002 0182 2 Biggin Hil           GB 2
 03936 +5135 -00042 0015 2 Southend             GB 2
 03937 +5057 -00055 0003 2 Lydd                 GB 2
 03938 +5350 +00135 0208 2 Leeds&Bradford       GB 2
 03939 +5430 +00121 0037 2 Tees-Side            GB 2
 03940 +5250 +00116 0095 2 East Midlands        GB 2
 03941 +5250 -00400 0009 2 Llanbedr             GB 2
 03942 +5457 -00243 0000 2 Spadeadam            GB 2
 03943 +5208 +00029 0111 2 Cranfield            GB 2
 03944 +5140 +00000 0102 2 Leavesden            GB 2
 03945 +5200 +00110 0133 2 Upper Heyford        GB 2
 03946 +5221 -00030 0010 2 Mildenhall           GB 2
 03947 +5222 +00016 0049 2 Alconbury            GB 2
 03948 +5409 +00125 0035 2 Dishforth            GB 2
 03949 +5225 -00031 0010 2 Lakenheath           GB 2
 03950 +5121 +00121 0055 2 Manston              GB 2
 03952 +5148 -00815 0040 2 Roches Point         IRL 2
 03953 +5156 -01015 0009 2 Valentia             IRL 2
 03955 +5151 -00829 0153 2 Cork                 IRL 2
 03956 +5124 -00315 0050 2 St.Athan             IRL 2
 03957 +5215 -00620 0023 2 Rosslare             IRL 2
 03958 +5225 +00130 0082 2 Coventry             GB 2
 03959 +5153 -00214 0029 2 Gloucestershire      IRL 2
 03960 +5240 -00716 0063 2 Kilkenny             IRL 2
 03962 +5242 -00855 0014 2 Shannon              IRL 2
 03964 +5317 -00901 0018 2 Calway               IRL 2
 03965 +5305 -00753 0070 2 Birr                 IRL 2
 03967 +5318 -00626 0097 2 Casement             IRL 2
 03969 +5326 -00615 0068 2 Dublin Airport       IRL 2
 03970 +5343 -00859 0069 2 Claremorris          IRL 2
 03971 +5332 -00722 0101 2 Mullingar            IRL 2
 03974 +5411 -00714 0087 2 Clones               IRL 2
 03976 +5414 -01000 0009 2 Belmullet            IRL 2
 03980 +5522 -00720 0020 2 Malin Head           IRL 2
 06009 +6124 -00640 0103 2 Akraberg Faroer      DK 1
 06010 +6204 -00716 0085 2 Vagar                DK 1
 06011 +6201 -00646 0054 2 Thorshavn            DK 1
 06022 +5543 +00448 0075 2 Thyra East           DK 1
 06023 +5535 +00446 0010 2 Gorm                 DK 1
 06024 +5704 +00842 0007 2 Thisted              DK 1
 06028 +5536 +00446 0010 2 Gormfelt             DK 1
 06030 +5706 +00952 0003 2 Alborg               DK 1
 06034 +5730 +01014 0028 2 Sindal               DK 1
 06041 +5746 +01039 0003 2 Skagen               DK 1
 06043 +5725 +01031 0084 2 Frederikshavn        DK 1
 06045 +5716 +01019 0016 2 Dybvyd               DK 1
 06048 +5643 +01007 0002 2 Hadsund              DK 1
 06052 +5642 +00813 0003 2 Thyboron             DK 1
 06053 +5700 +00918 0006 2 Aggersund            DK 1
 06054 +5624 +00827 0015 2 Lindtorp             DK 1
 06058 +5600 +00808 0005 2 Hvide Sande          DK 1
 06059 +5603 +00806 0003 2 Lyngvig              DK 1
 06060 +5617 +00908 0052 2 Karup                DK 1
 06062 +5633 +00910 0020 2 Skive                DK 1
 06066 +5559 +00821 0005 2 Stauning             DK 1
 06069 +5632 +00937 0055 2 Foulum               DK 1
 06070 +5618 +01037 0025 2 Tirstrup             DK 1
 06071 +5627 +01058 0008 2 Fornaes              DK 1
 06079 +5642 +01133 0007 2 Anholt               DK 1
 06080 +5531 +00833 0029 2 Esbjerg              DK 1
 06081 +5534 +00805 0022 2 Blavand              DK 1
 06089 +5530 +00824 0011 2 Saedenstrand         DK 1
 06096 +5511 +00834 0003 2 Romo                 DK 1
 06099 +5505 +00834 0005 2 Romo Havneby         DK 1
 06100 +5543 +00913 0074 2 Vandel               DK 1
 06104 +5544 +00909 0070 2 Billund              DK 1
 06106 +5555 +00955 0066 2 Tvingstrup           DK 1
 06108 +5526 +00920 0043 2 Vamdrup              DK 1
 06110 +5514 +00916 0040 2 Skrydstrup           DK 1
 06111 +5518 +00948 0002 2 Bago                 DK 1
 06113 +5511 +00905 0044 2 Toftlund             DK 1
 06116 +5454 +00910 0012 2 St.Jyndevad          DK 1
 06118 +5458 +00948 0023 2 Sonderborg           DK 1
 06119 +5451 +00959 0014 2 Kegnaes              DK 1
 06120 +5528 +01020 0017 2 Odense               DK 1
 06124 +5501 +01034 0006 2 Sydfyns              DK 1
 06131 +5546 +01033 0000 2 Vesborg              DK 1
 06139 +5444 +01044 0008 2 Keldsnor             DK 1
 06140 +5449 +01108 -001 2 Nakskov Flpl         DK 1
 06142 +5450 +01058 0002 2 Albuen               DK 1
 06143 +5442 +01127 0005 2 Maribo               DK 1
 06147 +5448 +01247 0000 2 Mon Sydost FS        DK 1
 06149 +5434 +01158 0008 2 Gedser               DK 1
 06150 +5505 +01147 0004 2 Avno                 DK 1
 06151 +5510 +01108 0002 2 Omo                  DK 1
 06153 +5523 +01141 0036 2 Tyvelse              DK 1
 06156 +5543 +01143 0012 2 Holmbaek             DK 1
 06159 +5545 +01052 0011 2 Rosnaes              DK 1
 06160 +5546 +01219 0019 2 Vaerlose             DK 1
 06161 +5559 +01152 0000 2 Spodsbjerg           DK 1
 06162 +5602 +01238 0000 2 Kronborg             DK 1
 06168 +5607 +01221 0035 2 Nakkehoved           DK 1
 06169 +5600 +01117 0004 2 Gniben               DK 1
 06170 +5535 +01208 0044 2 Roskilde             DK 1
 06173 +5517 +01227 0000 2 Stevns               DK 1
 06179 +5457 +01233 0015 2 Moen                 DK 1
 06180 +5538 +01240 0005 2 Kopenhagen           DK 1
 06181 +5546 +01232 0040 2 Kopenhagen           DK 1
 06183 +5532 +01243 0002 2 Drogden              DK 1
 06186 +5541 +01233 0009 2 Kobenhagen           DK 1
 06190 +5504 +01445 0016 2 Ronne                DK 1
 06191 +5519 +01511 0013 2 Bornholm             DK 1
 06193 +5518 +01447 0011 2 Hammerodde           DK 1
 06200 +5202 +00421 0001 2 Ypenburg             NL 1
 06210 +5211 +00425 0000 2 Valkenburg           NL 1
 06216 +5222 +00431 0000 2 Zandvoort            NL 1
 06225 +5228 +00435 0012 2 Ijmuiden             NL 1
 06227 +5246 +00439 0007 2 Petten               NL 1
 06229 +5300 +00443 0000 2 Texelhors            NL 1
 06235 +5255 +00447 0000 2 Den Helder           NL 1
 06239 +5451 +00444 0049 2 Rigg F3              NL 1
 06240 +5218 +00446 -004 2 Amsterdam            NL 1
 06241 +5225 +00452 0000 2 Amsterdam Coen       NL 1
 06242 +5315 +00455 0011 2 Vlieland             NL 1
 06244 +5239 +00503 -001 2 Hoorn                NL 1
 06246 +5238 +00503 0000 2 Hoorn                NL 1
 06247 +5300 +00500 0000 2 ?xyz                 NL 1
 06248 +5238 +00510 0000 2 Wijdenes             NL 1
 06250 +5322 +00513 0026 2 Terschelling         NL 1
 06251 +5324 +00521 0000 2 Terschel./Hoorn      NL 1
 06256 +5220 +00507 0000 2 Muiderberg           NL 1
 06260 +5206 +00511 0002 2 De Bilt              NL 1
 06261 +5206 +00511 0002 2 De Bilt AWS          NL 1
 06265 +5208 +00516 0020 2 Soesterberg          NL 1
 06266 +5304 +00520 0002 2 Kornwerderzand       NL 1
 06267 +5253 +00521 0003 2 Stavoren             NL 1
 06268 +5232 +00526 0002 2 Houtrib              NL 1
 06269 +5227 +00532 -004 2 Lelystad             NL 1
 06270 +5313 +00545 0001 2 Leeuwarden           NL 1
 06271 +5259 +00526 0000 2 Workum               NL 1
 06273 +5242 +00553 -003 2 Marknesse            NL 1
 06275 +5204 +00553 0048 2 Deelen               NL 1
 06276 +5221 +00537 0000 2 Harderwijk           NL 1
 06277 +5325 +00612 0000 2 Lauwersoog           NL 1
 06278 +5226 +00616 0005 2 Heino                NL 1
 06279 +5244 +00631 0012 2 Hoogeveen            NL 1
 06280 +5308 +00635 0004 2 Eelde                NL 1
 06283 +5204 +00639 0029 2 Hupsel               NL 1
 06285 +5334 +00624 0000 2 Huibertsgat          NL 1
 06286 +5312 +00709 0000 2 Nieuw Beerta         NL 1
 06290 +5216 +00654 0035 2 Twente               NL 1
 06300 +5158 +00540 0000 2 Wageningen           NL 1
 06308 +5123 +00323 0007 2 Cadzand              NL 1
 06310 +5127 +00336 0008 2 Vlissingen           NL 1
 06312 +5141 +00336 0000 2 Oosterschelde        NL 1
 06316 +5139 +00341 0000 2 Schaar               NL 1
 06319 +5132 +00354 0002 2 Westdorpe            NL 1
 06320 +5155 +00340 0000 2 Goeree               NL 1
 06323 +5132 +00354 0000 2 WilhelminadorpAWS    NL 1
 06325 +5139 +00356 0000 2 Zierikzee            NL 1
 06326 +5146 +00352 0000 2 Brouwersdam          NL 1
 06330 +5159 +00406 0007 2 Hoek v.Holland       NL 1
 06331 +5131 +00408 0000 2 Tholen               NL 1
 06336 +5205 +00416 0000 2 Scheveningen         NL 1
 06340 +5127 +00420 0020 2 Woensdrech           NL 1
 06343 +5153 +00419 0004 2 Rotterdam Gent       NL 1
 06344 +5157 +00427 -005 2 Rotterdam            NL 1
 06348 +5138 +00456 0000 2 Cabauw               NL 1
 06350 +5134 +00456 0015 2 Gilze-Rijn           NL 1
 06356 +5152 +00509 0001 2 Herwijnen            NL 1
 06370 +5127 +00525 0023 2 Eindhoven            NL 1
 06375 +5139 +00542 0022 2 Volkel               NL 1
 06379 +5048 +00543 0049 2 Cost Maarland        NL 1
 06380 +5055 +00547 0114 2 Zuid-Limburg         NL 1
 06385 +5133 +00556 0030 2 De Peel              NL 1
 06391 +5130 +00612 0019 2 Arcen                NL 1
 06400 +5105 +00239 0004 2 Koksijde              B 1
 06407 +5112 +00252 0004 2 Oostende              B 1
 06408 +5114 +00255 0012 2 Oostende Pier         B 1
 06416 +5049 +00312 0019 2 Wevelgem              B 1
 06428 +5056 +00344 0055 2 Munte                 B 1
 06431 +5111 +00349 0010 2 Gent                  B 1
 06432 +5034 +00350 0060 2 Chievres              B 1
 06447 +5048 +00421 0100 2 Uccle                 B 1
 06448 +5050 +00421 0100 2 Brüssel               B 1
 06449 +5028 +00427 0187 2 Charleroi             B 1
 06450 +5112 +00428 0012 2 Antwerpen             B 1
 06451 +5054 +00432 0055 2 Bruxelles             B 1
 06452 +5120 +00430 0022 2 Brasschaat            B 1
 06456 +5014 +00439 0279 2 Florennes             B 1
 06458 +5045 +00446 0105 2 Beauvecha             B 1
 06463 +5047 +00457 0071 2 Goetsenhov            B 1
 06465 +5100 +00504 0030 2 Schaffen              B 1
 06470 +5048 +00512 0074 2 Sint-Truiden          B 1
 06473 +5016 +00515 0243 2 Sinsin                B 1
 06476 +5002 +00524 0563 2 St.Hubert             B 1
 06478 +5039 +00527 0186 2 Bierset               B 1
 06479 +5110 +00528 0055 2 Kl.Brogel             B 1
 06480 +4936 +00529 0250 2 Meix-Devant           B 1
 06481 +5056 +00530 0061 2 Genk                  B 1
 06490 +5029 +00555 0470 2 Spa                   B 1
 06496 +5028 +00611 0564 2 Elsenborn             B 1
 06585 +5003 +00601 0454 2 Clervaux              L 1
 06589 +4939 +00608 0235 2 Luxemburg             L 1
 06590 +4937 +00613 0376 2 Luxemburg             L 1
 06597 +4948 +00627 0244 2 Echternach            L 1
 06601 +4733 +00735 0316 2 Basel                CH 1
 06604 +4700 +00657 0485 2 Neuchatel            CH 1
 06605 +4706 +00704 1599 2 Chasseral            CH 1
 06609 +4633 +00701 1972 2 Moleson              CH 1
 06610 +4649 +00657 0490 2 Payerne              CH 1
 06612 +4705 +00648 1018 2 Lachauxdefonds       CH 1
 06616 +4726 +00657 0596 2 Fahy                 CH 1
 06619 +4650 +00635 1202 2 La Fretaz            CH 1
 06620 +4741 +00837 0437 2 Schaffhausen         CH 1
 06621 +4738 +00917 0440 2 Güttingen            CH 1
 06628 +4645 +00716 1042 2 Plaffeien            CH 1
 06630 +4655 +00730 0510 2 Bern                 CH 1
 06631 +4656 +00725 0585 2 Bern                 CH 1
 06632 +4711 +00725 0430 2 Grenchen             CH 1
 06633 +4723 +00805 0387 2 Buchs-Suhr           CH 1
 06639 +4700 +00756 1407 2 Napf                 CH 1
 06643 +4715 +00747 0422 2 Wynau                CH 1
 06645 +4726 +00753 0610 2 Ruenenberg           CH 1
 06650 +4702 +00818 0456 2 Luzern               CH 1
 06655 +4649 +00825 1035 2 Engelberg            CH 1
 06656 +4703 +00829 1780 2 Rigi-Kulm            CH 1
 06659 +4659 +00815 2106 2 Pilatus              CH 1
 06660 +4723 +00834 0556 2 Zuerich Stadt        CH 1
 06664 +4726 +00831 0443 2 ZH-Reckenholz        CH 1
 06669 +4729 +00820 0868 2 Laegern              CH 1
 06670 +4729 +00832 0436 2 Zuerich              CH 1
 06672 +4652 +00838 0449 2 Altdorf              CH 1
 06673 +4713 +00841 0463 2 Waedenswil           CH 1
 06679 +4729 +00854 0536 2 Taenikon             CH 1
 06680 +4715 +00921 2490 2 Saentis              CH 1
 06681 +4726 +00924 0779 2 St.Gallen            CH 1
 06682 +4718 +00912 0850 2 Baechli              CH 1
 06685 +4702 +00904 0515 2 Glarus               CH 1
 06689 +4722 +00857 1144 2 Hoernli              CH 1
 06690 +4729 +00923 0398 2 Altenrhein           CH 1
 06692 +4725 +00931 1083 2 Wald (AR)            CH 1
 06693 +4723 +00927 1241 2 Gaebris              CH 1
 06694 +4723 +00929 1151 2 Schwaebrig/Gais      CH 1
 06700 +4615 +00608 0420 2 Geneve/Genf          CH 1
 06702 +4626 +00606 1670 2 La Dole              CH 1
 06705 +4624 +00614 0430 2 Changins/Nyon        CH 1
 06711 +4631 +00640 0461 2 Pully-Lausanne       CH 1
 06712 +4620 +00655 0381 2 Aigle                CH 1
 06716 +4611 +00716 0737 2 Fey                  CH 1
 06717 +4554 +00710 2472 2 Gr.St.Bernhard       CH 1
 06720 +4615 +00722 0482 2 Sion Sitten          CH 1
 06722 +4607 +00731 1825 2 Evolene              CH 1
 06724 +4619 +00729 1508 2 Crans-Montana        CH 1
 06727 +4618 +00751 0640 2 Visp/Viege           CH 1
 06730 +4633 +00759 3580 2 Jungfraujoch         CH 1
 06734 +4640 +00752 0580 2 Interlaken           CH 1
 06735 +4630 +00734 1320 2 Adelboden            CH 1
 06744 +4634 +00820 1980 2 Grimselpass          CH 1
 06745 +4630 +00819 1345 2 Ulrichen             CH 1
 06748 +4602 +00745 1638 2 Zermatt              CH 1
 06750 +4639 +00837 2287 2 Andermatt            CH 1
 06751 +4627 +00831 1898 2 Robiei TI            CH 1
 06753 +4631 +00841 1007 2 Piotta               CH 1
 06756 +4628 +00856 0575 2 Comprovasco          CH 1
 06759 +4614 +00848 1672 2 Cimetta              CH 1
 06760 +4610 +00845 0366 2 Locarno              CH 1
 06762 +4610 +00855 0197 2 Locarno              CH 1
 06770 +4600 +00858 0273 2 Lugano               CH 1
 06771 +4555 +00856 0353 2 Stabio               CH 1
 06775 +4600 +00854 0279 2 Lugano               CH 1
 06780 +4652 +00954 2690 2 Weissfluhjoch        CH 1
 06782 +4642 +00851 1190 2 Disentis             CH 1
 06783 +4628 +00911 1639 2 San Bernardino       CH 1
 06784 +4649 +00951 1590 2 Davos                CH 1
 06786 +4652 +00932 0555 2 Chur/Ems             CH 1
 06788 +4631 +00911 1611 2 Hinterrhein          CH 1
 06791 +4625 +00949 3315 2 Corvatsch            CH 1
 06792 +4632 +00953 1705 2 St.Moritz            CH 1
 06794 +4621 +01004 1078 2 Robbia               CH 1
 06798 +4648 +01017 1298 2 Scuol/Schuls         CH 1
 06800 +4716 +00733 1075 2 Balmberg             CH 1
 06801 +4707 +00716 0433 2 Biel                 CH 1
 06802 +4703 +00659 1132 2 Chaumont             CH 1
 06803 +4722 +00721 0416 2 Delemont             CH 1
 06804 +4707 +00751 0638 2 Huttwil              CH 1
 06805 +4708 +00737 0438 2 Oeschberg-Kopp,      CH 1
 06806 +4723 +00713 0856 2 Les Rangiers         CH 1
 06807 +4734 +00748 0280 2 Rheinfelden          CH 1
 06810 +4659 +00636 1042 2 La Brevine           CH 1
 06811 +4637 +00707 0680 2 Broc                 CH 1
 06812 +4646 +00707 0634 2 Fribourg Posieux     CH 1
 06813 +4656 +00748 0700 2 Langnau i,E,         CH 1
 06814 +4633 +00753 1638 2 Muerren              CH 1
 06815 +4635 +00613 1200 2 Le Brassus           CH 1
 06820 +4708 +00845 0910 2 Einsiedeln           CH 1
 06821 +4742 +00828 0435 2 Hallau               CH 1
 06822 +4702 +00800 1035 2 Menzberg             CH 1
 06823 +4702 +00847 1087 2 Oberiberg            CH 1
 06824 +4713 +00850 0409 2 Rapperswil           CH 1
 06825 +4701 +00838 0448 2 Schwyz Ibach         CH 1
 06826 +4729 +00809 0514 2 Unterboezberg        CH 1
 06827 +4721 +00829 0814 2 Zuerich-Uetliberg    CH 1
 06830 +4638 +00836 1442 2 Andermatt            CH 1
 06831 +4639 +00818 1055 2 Guttannen            CH 1
 06832 +4644 +00811 0595 2 Meiringen            CH 1
 06833 +4653 +00859 0810 2 Tierfehd Linthal     CH 1
 06840 +4723 +00932 0473 2 Altstaetten          CH 1
 06841 +4701 +00930 0496 2 Bad Ragaz            CH 1
 06842 +4716 +00907 0629 2 Ebnat-Kappel         CH 1
 06843 +4739 +00901 0702 2 Salen-Reutenen       CH 1
 06844 +4727 +00932 0802 2 Heiden               CH 1
 06845 +4723 +00921 0780 2 Stein                CH 1
 06850 +4629 +00709 0985 2 Chateau d'Oex        CH 1
 06851 +4612 +00750 1617 2 Graechen             CH 1
 06852 +4626 +00716 1085 2 Gstaad-Grund         CH 1
 06853 +4600 +00721 1841 2 Mauvoisin            CH 1
 06854 +4627 +00654 0405 2 Montreux-Clarens     CH 1
 06855 +4625 +00748 1480 2 Ried Loetschental    CH 1
 06856 +4606 +00757 1667 2 Saas Almagell        CH 1
 06857 +4622 +00704 1267 2 Le Sepey             CH 1
 06860 +4619 +00830 1505 2 Bosco Gurin          CH 1
 06861 +4612 +00803 1495 2 Simplon-Dorf         CH 1
 06870 +4641 +00939 1178 2 Alvaneu-Dorf         CH 1
 06871 +4647 +00941 1821 2 Arosa                CH 1
 06872 +4639 +01016 1970 2 Buffalora            CH 1
 06873 +4656 +00911 0965 2 Elm                  CH 1
 06874 +4654 +00926 0957 2 Vaettis              CH 1
 06880 +4625 +01001 2256 2 Bernina-Hospiz       CH 1
 06881 +4615 +00909 0380 2 Grono                CH 1
 06882 +4623 +00940 1420 2 Loebbia              CH 1
 06883 +4636 +01026 1390 2 Sta, Maria           CH 1
 06884 +4626 +00946 1802 2 Sils-Maria           CH 1
 06990 +4708 +00931 0460 2 Vaduz FL             FL 1
 07002 +5044 +00136 0070 2 Boulogne              F 1
 07003 +5031 +00137 0010 2 Le Touquet            F 1
 07005 +5008 +00150 0074 2 Abbeville             F 1
 07010 +5103 +00220 0006 2 Duncerque             F 1
 07015 +5034 +00306 0048 2 Lille                 F 1
 07017 +5013 +00309 0078 2 Cambrai               F 1
 07020 +4923 -00156 0003 2 La Hague              F 1
 07024 +4939 -00128 0139 2 Cherbourg             F 1
 07027 +4911 -00027 0078 2 Caen                  F 1
 07028 +4931 +00004 0100 2 La Havre              F 1
 07033 +4946 +00022 0104 2 Fecamp                F 1
 07034 +4922 -00148 0061 2 Carteret              F 1
 07037 +4923 +00111 0157 2 Rouen                 F 1
 07038 +4901 +00113 0141 2 Evreux                F 1
 07040 +4956 +00106 0033 2 Dieppe                F 1
 07055 +4927 +00207 0109 2 Beauvais              F 1
 07061 +4949 +00312 0098 2 St.Quentin            F 1
 07070 +4918 +00402 0095 2 Reims                 F 1
 07075 +4947 +00438 0149 2 Charleville           F 1
 07090 +4905 +00608 0190 2 Metz                  F 1
 07100 +4828 +00508 0035 2 Ouessant              F 1
 07106 +4831 -00409 0106 2 Landivisiau           F 1
 07107 +4841 -00420 0020 2 Brignogan             F 1
 07109 +4817 -00426 0087 2 Lanveoc Poulmi        F 1
 07110 +4827 -00425 0099 2 Brest                 F 1
 07116 +4845 -00401 0027 2 Ile de Batz           F 1
 07117 +4850 -00328 0036 2 Ploumanach            F 1
 07120 +4832 -00251 0138 2 St.Brieuc             F 1
 07121 +4851 -00300 0025 2 Brehat                F 1
 07125 +4835 -00204 0065 2 Dinard                F 1
 07127 +4843 -00151 0040 2 Grouin de Canc        F 1
 07130 +4808 -00144 0037 2 Rennes                F 1
 07133 +4850 -00137 0037 2 Pointe du Roc         F 1
 07134 +4802 -00123 0100 2 Laval                 F 1
 07139 +4827 +00007 0144 2 Alencon               F 1
 07140 +4803 +00123 0134 2 Chateaudun            F 1
 07143 +4824 +00131 0155 2 Chartres              F 1
 07145 +4846 +00201 0168 2 Trappes               F 1
 07146 +4846 +00106 0164 2 Toussus Le Nob        F 1
 07147 +4846 +00212 0177 2 Villacoub             F 1
 07148 +4836 +00220 0082 2 Bretigny              F 1
 07149 +4844 +00224 0089 2 Paris Orly            F 1
 07150 +4858 +00227 0066 2 Le Bourget            F 1
 07153 +4837 +00241 0095 2 Melun                 F 1
 07156 +4849 +00220 0075 2 Paris Montsour        F 1
 07157 +4901 +00232 0118 2 Paris CDG             F 1
 07168 +4820 +00401 0118 2 Troyes                F 1
 07169 +4838 +00454 0139 2 St.Dizier             F 1
 07172 +4845 +00524 0313 2 Loxeville             F 1
 07173 +4812 +00626 0317 2 Epinal                F 1
 07177 +4900 +00600 0300 2 Metz                  F 1
 07179 +4847 +00529 0285 2 Toul Rosieres         F 1
 07180 +4841 +00613 0225 2 Nancy Essey           F 1
 07181 +4835 +00558 0336 2 Nancy Ochey           F 1
 07182 +4843 +00635 0285 2 Rechicourt            F 1
 07183 +4800 +00700 0000 2 ?xx                   F 1
 07189 +4900 +00800 0153 2 ?xyz                  F 1
 07190 +4833 +00738 0153 2 Strassburg            F 1
 07191 +4825 +00717 1069 2 Champ du Feu          F 1
 07197 +4755 +00724 0211 2 Colmar                F 1
 07200 +4748 -00422 0006 2 Penmarch              F 1
 07201 +4758 -00410 0092 2 Quimper               F 1
 07203 +4739 -00330 0047 2 Beg Melen             F 1
 07205 +4746 -00327 0052 2 Lann Bihou            F 1
 07207 +4718 -00313 0037 2 Le Talut              F 1
 07210 +4738 -00245 0011 2 Vannes                F 1
 07217 +4719 -00210 0003 2 St-Nazaire            F 1
 07222 +4710 -00136 0027 2 Nantes                F 1
 07230 +4730 -00034 0057 2 Angers                F 1
 07235 +4756 +00012 0059 2 Le Mans               F 1
 07240 +4727 +00043 0108 2 Tours                 F 1
 07247 +4719 +00141 0085 2 Romorantin            F 1
 07249 +4759 +00145 0126 2 Orleans               F 1
 07255 +4704 +00222 0161 2 Bourges               F 1
 07257 +4703 +00239 0175 2 Avord                 F 1
 07260 +4700 +00306 0180 2 Nevers                F 1
 07265 +4748 +00333 0207 2 Auxerre               F 1
 07270 +4704 +00356 0598 2 Chateau-Chinon        F 1
 07276 +4751 +00435 0264 2 Chatillon s/S         F 1
 07280 +4716 +00505 0222 2 Dijon                 F 1
 07283 +4750 +00519 0464 2 Langres               F 1
 07288 +4715 +00559 0307 2 Besancon              F 1
 07292 +4747 +00621 0278 2 Luxeuil               F 1
 07295 +4738 +00652 0422 2 Belfort               F 1
 07299 +4736 +00731 0270 2 Basel                 F 1
 07300 +4642 -00220 0032 2 St.Sauveur            F 1
 07306 +4642 +00123 0090 2 La Roche              F 1
 07314 +4602 -00125 0011 2 Chassironon           F 1
